student_id,login_frequency_per_week,attendance_percentage,assignment_delay_days,study_hours_per_day,sentiment_score,sleep_hours_per_day,stress_level,activity_trend,social_interaction_score,extracurricular_participation,activity_irregularity_score,engagement_score,burnout_velocity,burnout_risk_score,burnout_risk_level,dropout_probability,behavioural_triggers,recommended_intervention
2583,0,97,14,1.8,0.01,4.0,7,Declining,0,2,0.27,3.27,0.154,56.98,Medium,0.53,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2584,6,65,9,5.8,0.56,5.6,6,Stable,3,2,0.58,5.51,0.238,41.03,Medium,0.43,Frequent assignment delays,Monitor and provide academic support
2585,6,77,4,5.2,-0.39,5.8,2,Declining,0,4,0.36,5.15,0.116,32.34,Low,0.24,Negative sentiment,No immediate action required
2586,4,95,6,3.6,0.01,5.6,2,Declining,4,2,0.82,5.57,0.307,37.41,Low,0.41,Normal behaviour,No immediate action required
2587,1,62,6,3.1,0.01,7.9,8,Improving,2,2,0.06,3.18,0.029,48.93,Medium,0.55,"Low LMS activity, High stress",Monitor and provide academic support
2588,1,74,0,2.1,-0.08,9.0,8,Stable,9,2,0.45,4.74,0.19,42.22,Medium,0.45,"Low LMS activity, High stress",Monitor and provide academic support
2589,4,46,5,0.7,-0.17,3.1,9,Declining,6,0,0.96,3.92,0.573,59.66,Medium,0.62,"Low attendance, High stress",Monitor and provide academic support
2590,1,46,3,4.0,-0.62,6.3,7,Stable,6,2,0.5,3.68,0.284,56.78,Medium,0.61,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
2591,6,78,2,4.1,0.26,7.9,8,Stable,2,2,0.29,5.36,0.087,29.88,Low,0.36,High stress,No immediate action required
2592,7,41,7,3.4,-1.09,6.4,4,Stable,9,1,0.85,5.81,0.421,49.54,Medium,0.45,"Low attendance, Negative sentiment",Monitor and provide academic support
2593,3,57,9,1.5,0.26,4.6,7,Declining,3,1,0.03,3.51,0.015,49.06,Medium,0.41,"Low attendance, Frequent assignment delays",Monitor and provide academic support
2594,7,83,7,5.8,-0.56,5.5,7,Stable,5,0,0.45,6.75,0.169,37.45,Low,0.45,Negative sentiment,No immediate action required
2595,3,75,14,3.4,-0.28,7.8,9,Stable,8,0,0.98,5.43,0.583,59.54,Medium,0.6,"Frequent assignment delays, High stress",Monitor and provide academic support
2596,5,49,14,2.3,0.14,5.7,4,Stable,5,0,0.76,4.43,0.412,54.26,Medium,0.48,"Low attendance, Frequent assignment delays",Monitor and provide academic support
2597,5,93,0,2.2,0.17,7.1,5,Improving,7,1,0.83,6.13,0.248,29.91,Low,0.26,Normal behaviour,No immediate action required
2598,3,82,12,3.2,0.15,10.4,7,Improving,4,3,0.7,4.8,0.331,47.22,Medium,0.41,Frequent assignment delays,Monitor and provide academic support
2599,0,93,13,3.4,0.11,4.9,9,Stable,8,1,0.57,5.07,0.334,58.58,Medium,0.49,"Low LMS activity, Frequent assignment delays, High stress",Monitor and provide academic support
2600,1,79,6,0.9,0.35,4.8,9,Improving,9,2,0.01,4.65,0.005,45.96,Medium,0.48,"Low LMS activity, High stress",Monitor and provide academic support
2601,0,85,5,5.2,0.38,3.5,1,Declining,2,4,0.73,3.99,0.342,46.91,Medium,0.44,Low LMS activity,Monitor and provide academic support
2602,3,68,2,4.6,-0.04,7.8,9,Declining,9,4,0.73,5.66,0.329,45.01,Medium,0.49,High stress,Monitor and provide academic support
2603,7,96,3,1.9,0.28,6.6,3,Declining,2,3,0.29,5.76,0.061,20.94,Low,0.22,Normal behaviour,No immediate action required
2604,0,62,7,4.6,-0.36,4.8,2,Improving,8,4,0.63,4.38,0.35,55.52,Medium,0.53,"Low LMS activity, Negative sentiment",Monitor and provide academic support
2605,3,78,11,3.0,-0.13,5.4,3,Stable,1,2,0.65,4.04,0.323,49.68,Medium,0.48,Frequent assignment delays,Monitor and provide academic support
2606,1,69,14,2.0,-0.4,7.6,4,Declining,7,1,0.71,4.17,0.422,59.39,Medium,0.56,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2607,2,75,3,4.9,-0.36,7.6,7,Stable,4,0,0.7,4.63,0.331,47.28,Medium,0.38,"Low LMS activity, Negative sentiment",Monitor and provide academic support
2608,1,60,4,5.1,0.37,6.3,5,Stable,4,2,0.46,3.92,0.218,47.39,Medium,0.57,Low LMS activity,Monitor and provide academic support
2609,1,79,6,2.5,-0.16,6.2,7,Improving,4,3,0.04,3.97,0.018,46.09,Medium,0.55,Low LMS activity,Monitor and provide academic support
2610,5,64,7,5.8,-0.26,7.6,1,Declining,6,4,0.67,5.78,0.262,39.11,Low,0.45,Normal behaviour,No immediate action required
2611,2,58,1,2.6,-0.7,6.4,6,Stable,5,3,0.21,3.86,0.098,46.45,Medium,0.45,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
2612,5,89,0,2.3,-0.38,6.4,1,Stable,6,4,0.15,5.83,0.035,23.66,Low,0.22,Negative sentiment,No immediate action required
2613,5,53,9,0.6,-0.26,5.8,3,Declining,0,4,0.47,3.21,0.224,47.68,Medium,0.52,"Low attendance, Frequent assignment delays",Monitor and provide academic support
2614,1,40,12,2.6,-0.41,7.7,2,Improving,3,1,0.24,2.62,0.139,57.99,Medium,0.53,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2615,3,56,5,5.6,0.19,6.6,3,Improving,1,4,0.4,3.9,0.172,42.92,Medium,0.49,Low attendance,Monitor and provide academic support
2616,4,82,0,4.7,0.35,8.2,7,Improving,3,2,0.56,5.2,0.182,32.48,Low,0.33,Normal behaviour,No immediate action required
2617,5,52,13,2.2,0.02,4.2,2,Stable,6,4,0.49,4.7,0.244,49.79,Medium,0.57,"Low attendance, Frequent assignment delays",Monitor and provide academic support
2618,6,97,5,1.0,0.04,3.3,5,Improving,7,1,0.81,6.31,0.292,36.03,Low,0.41,Normal behaviour,No immediate action required
2619,0,54,3,3.2,0.65,8.4,3,Stable,0,3,0.99,2.26,0.507,51.19,Medium,0.45,"Low attendance, Low LMS activity",Monitor and provide academic support
2620,7,42,3,3.4,-0.65,5.4,7,Improving,9,0,0.38,5.84,0.161,42.41,Medium,0.4,"Low attendance, Negative sentiment",Monitor and provide academic support
2621,3,69,6,1.9,-1.5,5.0,4,Stable,7,1,0.62,4.75,0.333,53.72,Medium,0.49,Negative sentiment,Monitor and provide academic support
2622,1,55,3,3.6,0.48,6.9,1,Improving,0,1,0.48,2.67,0.21,43.69,Medium,0.42,"Low attendance, Low LMS activity",Monitor and provide academic support
2623,1,83,11,5.1,0.31,4.1,7,Declining,6,1,0.51,5.01,0.274,53.7,Medium,0.58,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2624,0,57,11,1.3,-0.4,7.2,5,Improving,7,0,0.27,3.37,0.159,58.73,Medium,0.64,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2625,1,63,9,1.5,0.65,5.1,8,Stable,5,4,0.26,3.49,0.138,53.02,Medium,0.47,"Low LMS activity, Frequent assignment delays, High stress",Monitor and provide academic support
2626,6,85,8,3.9,-0.5,7.5,2,Stable,8,3,0.44,6.73,0.144,32.81,Low,0.34,"Frequent assignment delays, Negative sentiment",No immediate action required
2627,5,86,9,4.8,0.45,8.4,3,Stable,5,1,0.82,6.04,0.292,35.6,Low,0.38,Frequent assignment delays,No immediate action required
2628,2,56,4,3.6,0.01,6.5,1,Declining,1,4,0.99,3.2,0.492,49.66,Medium,0.53,"Low attendance, Low LMS activity",Monitor and provide academic support
2629,1,40,11,2.5,0.22,8.1,1,Stable,5,1,0.24,3.0,0.125,52.06,Medium,0.56,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2630,5,95,5,3.8,0.21,5.6,3,Stable,1,0,0.24,5.31,0.069,28.73,Low,0.34,Normal behaviour,No immediate action required
2631,5,41,4,3.2,-0.02,4.7,1,Stable,2,3,0.98,3.77,0.466,47.52,Medium,0.52,Low attendance,Monitor and provide academic support
2632,6,89,10,4.3,-0.07,11.3,9,Stable,2,0,0.11,5.73,0.036,32.76,Low,0.32,"Frequent assignment delays, High stress",No immediate action required
2633,3,47,4,2.6,0.52,3.3,6,Stable,4,4,0.35,3.63,0.168,48.14,Medium,0.51,Low attendance,Monitor and provide academic support
2634,1,49,1,5.3,-0.45,8.2,6,Improving,8,4,0.99,4.43,0.54,54.58,Medium,0.5,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
2635,6,78,9,2.0,0.38,5.6,3,Declining,2,0,0.69,4.94,0.262,38.0,Low,0.46,Frequent assignment delays,No immediate action required
2636,0,62,7,2.3,0.35,8.1,7,Stable,0,4,0.01,2.32,0.005,49.53,Medium,0.5,Low LMS activity,Monitor and provide academic support
2637,6,79,9,2.3,0.33,6.6,5,Improving,9,3,0.5,6.43,0.178,35.66,Low,0.33,Frequent assignment delays,No immediate action required
2638,0,59,3,4.4,0.21,6.3,3,Declining,5,4,0.1,3.65,0.044,44.2,Medium,0.4,"Low attendance, Low LMS activity",Monitor and provide academic support
2639,7,84,10,2.4,-0.02,6.3,5,Stable,4,2,0.89,5.9,0.356,40.0,Medium,0.44,Frequent assignment delays,Monitor and provide academic support
2640,1,89,0,6.0,-0.47,3.6,1,Declining,7,3,0.09,5.57,0.032,35.14,Low,0.28,"Low LMS activity, Negative sentiment",No immediate action required
2641,3,75,2,2.6,0.18,8.4,7,Stable,0,1,0.85,3.67,0.366,43.1,Medium,0.49,Normal behaviour,Monitor and provide academic support
2642,0,46,6,4.2,0.97,6.6,8,Improving,1,4,0.08,2.42,0.041,51.73,Medium,0.53,"Low attendance, Low LMS activity, High stress",Monitor and provide academic support
2643,5,92,1,2.7,-0.34,6.4,9,Stable,9,1,0.41,6.6,0.138,33.69,Low,0.4,"Negative sentiment, High stress",No immediate action required
2644,6,99,9,1.5,0.02,6.6,9,Stable,0,0,0.91,5.07,0.388,42.67,Medium,0.51,"Frequent assignment delays, High stress",Monitor and provide academic support
2645,0,79,6,4.3,-0.04,6.7,5,Stable,5,2,0.09,4.23,0.041,45.37,Medium,0.45,Low LMS activity,Monitor and provide academic support
2646,3,56,4,3.2,0.07,8.2,7,Stable,5,1,0.73,4.22,0.35,47.9,Medium,0.56,Low attendance,Monitor and provide academic support
2647,3,50,9,0.7,0.08,8.4,4,Stable,8,1,0.55,4.14,0.27,49.13,Medium,0.41,"Low attendance, Frequent assignment delays",Monitor and provide academic support
2648,3,91,7,4.1,0.08,6.9,2,Declining,7,3,0.05,5.85,0.016,31.72,Low,0.34,Normal behaviour,No immediate action required
2649,2,74,9,4.8,0.06,6.1,8,Stable,1,0,0.85,3.98,0.476,56.03,Medium,0.61,"Low LMS activity, Frequent assignment delays, High stress",Monitor and provide academic support
2650,4,84,5,4.1,-1.01,7.8,6,Declining,0,0,0.86,4.54,0.404,46.94,Medium,0.47,Negative sentiment,Monitor and provide academic support
2651,4,78,0,4.4,-0.05,6.4,6,Declining,9,2,0.66,6.22,0.238,36.06,Low,0.29,Normal behaviour,No immediate action required
2652,1,89,9,1.8,-0.16,9.0,3,Improving,7,2,0.76,4.73,0.355,46.73,Medium,0.44,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2653,0,42,12,2.8,0.3,6.6,2,Improving,9,1,0.93,3.62,0.588,63.18,Medium,0.57,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2654,2,87,8,4.0,1.03,7.8,5,Improving,5,4,0.46,5.01,0.175,37.95,Low,0.41,"Low LMS activity, Frequent assignment delays",No immediate action required
2655,6,55,1,3.0,-0.18,7.1,5,Stable,4,1,0.14,4.85,0.045,32.49,Low,0.23,Low attendance,No immediate action required
2656,3,99,10,2.4,0.2,4.2,2,Stable,9,0,0.06,6.15,0.021,35.02,Low,0.43,Frequent assignment delays,No immediate action required
2657,3,57,9,3.2,0.22,6.4,1,Improving,8,4,0.51,4.85,0.229,44.92,Medium,0.46,"Low attendance, Frequent assignment delays",Monitor and provide academic support
2658,4,64,3,4.2,0.68,6.8,5,Improving,4,2,0.09,4.76,0.029,32.57,Low,0.35,Normal behaviour,No immediate action required
2659,4,42,9,3.1,-0.38,4.6,2,Declining,3,3,0.85,3.68,0.477,56.15,Medium,0.6,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2660,3,52,9,0.8,0.14,8.5,7,Declining,0,4,0.46,2.62,0.239,51.95,Medium,0.45,"Low attendance, Frequent assignment delays",Monitor and provide academic support
2661,1,96,3,2.6,-0.21,8.6,8,Improving,4,0,0.19,4.5,0.075,39.51,Low,0.33,"Low LMS activity, High stress",No immediate action required
2662,6,54,8,5.1,-1.27,4.8,4,Stable,8,2,0.26,6.04,0.121,46.45,Medium,0.38,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2663,7,96,11,1.5,0.25,7.5,7,Stable,5,0,0.54,6.28,0.185,34.17,Low,0.36,Frequent assignment delays,No immediate action required
2664,0,92,14,0.9,-0.28,8.7,7,Stable,7,3,0.8,4.34,0.472,58.96,Medium,0.62,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2665,0,67,1,4.2,-0.21,8.0,6,Declining,0,3,0.37,2.85,0.176,47.5,Medium,0.52,Low LMS activity,Monitor and provide academic support
2666,3,44,4,2.2,-0.08,3.6,9,Stable,8,2,0.16,4.26,0.083,51.91,Medium,0.55,"Low attendance, High stress",Monitor and provide academic support
2667,4,58,11,5.1,0.72,7.0,8,Improving,6,2,0.26,5.16,0.119,45.67,Medium,0.38,"Low attendance, Frequent assignment delays, High stress",Monitor and provide academic support
2668,4,74,9,1.5,0.65,5.3,1,Stable,2,1,0.56,4.12,0.222,39.56,Low,0.46,Frequent assignment delays,No immediate action required
2669,3,79,7,4.0,-0.41,5.1,7,Improving,3,2,0.03,4.67,0.013,44.35,Medium,0.43,Negative sentiment,Monitor and provide academic support
2670,4,98,1,1.9,-0.64,6.8,2,Stable,1,1,0.66,4.72,0.219,33.11,Low,0.35,Negative sentiment,No immediate action required
2671,5,49,12,2.1,0.29,6.0,1,Improving,4,2,0.61,4.19,0.286,46.95,Medium,0.39,"Low attendance, Frequent assignment delays",Monitor and provide academic support
2672,0,72,11,4.1,-0.29,7.7,3,Stable,3,1,0.27,3.58,0.142,52.47,Medium,0.58,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2673,2,93,3,1.5,0.69,4.6,8,Declining,7,4,0.47,5.09,0.186,39.67,Low,0.38,"Low LMS activity, High stress",No immediate action required
2674,5,55,6,3.6,-0.33,5.6,2,Stable,1,1,0.86,4.07,0.403,46.87,Medium,0.37,"Low attendance, Negative sentiment",Monitor and provide academic support
2675,2,51,3,3.9,0.15,7.8,4,Stable,6,1,0.92,4.11,0.451,49.05,Medium,0.44,"Low attendance, Low LMS activity",Monitor and provide academic support
2676,7,85,13,4.4,0.57,3.2,7,Improving,2,2,0.15,5.93,0.056,37.52,Low,0.43,Frequent assignment delays,No immediate action required
2677,3,73,12,2.1,-1.28,7.1,7,Declining,8,1,0.28,5.11,0.154,54.96,Medium,0.6,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2678,2,49,12,1.9,-1.34,6.1,8,Declining,5,0,0.12,3.45,0.077,64.26,Medium,0.58,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
2679,3,45,11,4.8,-0.3,6.1,8,Stable,7,1,0.15,4.61,0.084,55.86,Medium,0.59,"Low attendance, Frequent assignment delays, High stress",Monitor and provide academic support
2680,5,68,1,4.0,0.1,7.9,8,Improving,1,4,0.93,4.54,0.382,41.05,Medium,0.39,High stress,Monitor and provide academic support
2681,5,97,4,1.2,-0.51,5.3,5,Improving,7,0,0.43,6.05,0.148,34.39,Low,0.35,Negative sentiment,No immediate action required
2682,7,50,7,0.8,0.05,7.5,1,Stable,8,0,0.17,5.36,0.054,31.59,Low,0.23,Low attendance,No immediate action required
2683,6,40,12,1.2,-0.22,8.2,2,Improving,7,2,0.79,4.64,0.389,49.3,Medium,0.52,"Low attendance, Frequent assignment delays",Monitor and provide academic support
2684,6,59,7,4.6,0.16,5.5,5,Improving,3,2,0.31,5.09,0.121,39.05,Low,0.37,Low attendance,No immediate action required
2685,0,52,10,1.2,0.05,7.1,4,Improving,3,0,0.7,2.4,0.426,60.85,Medium,0.57,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2686,3,99,4,0.9,-0.01,6.2,1,Stable,3,0,0.26,4.65,0.079,30.57,Low,0.4,Normal behaviour,No immediate action required
2687,3,60,9,0.8,-0.28,6.8,7,Stable,6,0,0.18,4.06,0.09,49.91,Medium,0.49,Frequent assignment delays,Monitor and provide academic support
2688,1,63,7,0.9,-0.44,7.1,4,Declining,5,0,0.45,3.37,0.236,52.49,Medium,0.6,"Low LMS activity, Negative sentiment",Monitor and provide academic support
2689,3,72,2,2.7,-0.85,8.4,2,Declining,6,0,0.24,4.8,0.088,36.62,Low,0.3,Negative sentiment,No immediate action required
2690,7,73,11,4.1,-0.35,2.9,9,Declining,0,1,0.34,5.11,0.162,47.54,Medium,0.56,"Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
2691,1,53,7,4.2,-0.4,7.5,1,Stable,6,0,0.3,3.93,0.146,48.83,Medium,0.57,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
2692,0,98,7,2.0,0.34,7.0,7,Declining,5,2,0.71,4.34,0.344,48.46,Medium,0.49,Low LMS activity,Monitor and provide academic support
2693,3,79,8,2.7,-0.23,6.6,7,Declining,9,0,0.79,5.61,0.392,49.61,Medium,0.47,Frequent assignment delays,Monitor and provide academic support
2694,2,76,13,5.5,-0.12,5.6,4,Improving,5,4,0.57,4.98,0.303,53.23,Medium,0.53,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2695,7,94,7,1.2,0.37,7.0,8,Stable,9,4,0.08,6.96,0.021,26.19,Low,0.34,High stress,No immediate action required
2696,2,89,7,5.6,0.49,7.8,5,Stable,3,0,0.98,4.99,0.436,44.47,Medium,0.48,Low LMS activity,Monitor and provide academic support
2697,3,59,2,5.3,-0.79,8.6,1,Stable,4,3,0.5,4.53,0.203,40.59,Medium,0.49,"Low attendance, Negative sentiment",Monitor and provide academic support
2698,3,91,14,3.0,-0.69,5.6,5,Improving,4,3,0.35,5.03,0.177,50.69,Medium,0.52,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2699,7,72,4,3.2,-0.54,4.8,8,Stable,3,4,0.38,5.5,0.147,38.8,Low,0.41,"Negative sentiment, High stress",No immediate action required
2700,1,99,7,4.6,0.69,6.2,7,Declining,5,0,0.08,5.19,0.03,38.02,Low,0.4,Low LMS activity,No immediate action required
2701,4,80,11,3.8,-0.56,5.8,9,Improving,3,4,0.72,4.96,0.394,54.67,Medium,0.55,"Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
2702,6,74,14,1.8,-0.57,6.2,9,Declining,7,2,0.34,5.78,0.169,49.61,Medium,0.46,"Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
2703,3,76,4,3.2,0.37,9.8,8,Stable,1,2,0.02,4.02,0.007,34.9,Low,0.34,High stress,No immediate action required
2704,4,62,13,1.4,-0.34,3.8,1,Improving,9,4,0.78,5.14,0.418,53.59,Medium,0.57,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2705,4,84,13,0.7,0.56,8.6,7,Declining,3,4,0.2,4.46,0.082,40.77,Medium,0.37,Frequent assignment delays,Monitor and provide academic support
2706,7,96,0,2.9,0.32,9.2,6,Declining,8,2,0.33,7.16,0.057,17.14,Low,0.25,Normal behaviour,No immediate action required
2707,5,66,14,1.6,-0.31,6.0,1,Improving,6,4,0.37,5.0,0.168,45.34,Medium,0.49,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2708,0,72,14,3.7,0.75,7.0,3,Stable,2,1,0.89,3.3,0.511,57.45,Medium,0.6,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2709,1,77,4,2.5,0.25,5.8,3,Stable,4,3,0.28,3.91,0.116,41.3,Medium,0.35,Low LMS activity,Monitor and provide academic support
2710,1,57,13,1.8,-0.47,5.9,3,Stable,8,3,0.85,3.97,0.539,63.44,Medium,0.57,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2711,2,52,1,2.5,-0.2,5.1,6,Declining,6,0,0.1,3.86,0.045,45.35,Medium,0.5,"Low attendance, Low LMS activity",Monitor and provide academic support
2712,7,43,0,5.3,-0.66,6.1,6,Declining,1,1,0.1,4.65,0.036,35.95,Low,0.37,"Low attendance, Negative sentiment",No immediate action required
2713,2,98,13,3.0,-0.27,7.7,2,Declining,9,3,0.43,5.94,0.185,43.12,Medium,0.48,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2714,1,46,12,2.2,0.72,6.9,8,Stable,9,1,0.16,3.92,0.089,55.84,Medium,0.54,"Low attendance, Low LMS activity, Frequent assignment delays, High stress",Monitor and provide academic support
2715,4,93,5,1.7,0.04,5.4,3,Stable,1,1,0.95,4.53,0.382,40.2,Medium,0.35,Normal behaviour,Monitor and provide academic support
2716,4,85,10,1.6,-0.09,5.3,3,Declining,5,2,0.13,5.07,0.05,38.81,Low,0.47,Frequent assignment delays,No immediate action required
2717,4,96,7,3.0,0.24,8.0,7,Stable,6,2,0.63,5.88,0.236,37.45,Low,0.38,Normal behaviour,No immediate action required
2718,1,61,3,1.4,-0.11,8.0,9,Stable,9,1,0.51,4.21,0.261,51.1,Medium,0.56,"Low LMS activity, High stress",Monitor and provide academic support
2719,1,46,1,5.2,-0.74,6.3,8,Stable,8,4,0.69,4.32,0.398,57.64,Medium,0.51,"Low attendance, Low LMS activity, Negative sentiment, High stress",Monitor and provide academic support
2720,5,74,4,1.9,-0.33,5.6,8,Stable,5,3,0.09,5.1,0.035,38.34,Low,0.35,"Negative sentiment, High stress",No immediate action required
2721,0,92,11,3.5,-0.28,8.8,1,Declining,6,1,0.38,4.66,0.172,45.34,Medium,0.46,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2722,4,63,7,5.0,0.28,6.2,8,Declining,8,2,0.96,5.69,0.481,50.14,Medium,0.45,High stress,Monitor and provide academic support
2723,2,79,9,0.8,-0.25,3.5,3,Stable,2,4,0.5,3.53,0.256,51.13,Medium,0.44,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2724,4,40,12,4.2,0.44,6.5,9,Improving,8,1,0.15,4.84,0.079,52.39,Medium,0.44,"Low attendance, Frequent assignment delays, High stress",Monitor and provide academic support
2725,0,75,9,4.0,0.87,7.9,5,Improving,3,0,0.1,3.65,0.044,44.1,Medium,0.47,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2726,1,92,9,4.7,-0.16,6.5,5,Stable,5,1,0.92,5.0,0.478,51.96,Medium,0.53,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2727,7,55,11,0.7,-0.43,4.9,4,Declining,7,3,0.57,5.29,0.266,46.66,Medium,0.56,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2728,3,66,2,3.6,-0.67,8.1,4,Improving,3,1,0.97,4.2,0.457,47.12,Medium,0.56,Negative sentiment,Monitor and provide academic support
2729,3,99,0,5.5,0.28,5.8,6,Stable,8,0,0.71,6.57,0.235,33.1,Low,0.35,Normal behaviour,No immediate action required
2730,7,63,11,1.7,0.76,4.1,4,Stable,8,4,0.94,5.93,0.404,42.97,Medium,0.48,Frequent assignment delays,Monitor and provide academic support
2731,6,59,0,3.3,-0.13,5.3,9,Stable,1,2,0.27,4.43,0.102,37.96,Low,0.43,"Low attendance, High stress",No immediate action required
2732,0,69,1,1.8,-0.36,7.2,3,Stable,4,3,0.45,3.23,0.207,46.07,Medium,0.39,"Low LMS activity, Negative sentiment",Monitor and provide academic support
2733,3,43,4,4.9,-0.12,6.7,3,Stable,2,4,0.47,3.57,0.221,47.0,Medium,0.47,Low attendance,Monitor and provide academic support
2734,3,59,11,2.6,0.27,6.1,9,Improving,8,1,0.24,4.79,0.125,51.93,Medium,0.52,"Low attendance, Frequent assignment delays, High stress",Monitor and provide academic support
2735,2,52,5,4.0,-0.3,7.2,9,Stable,3,0,0.47,3.56,0.257,54.75,Medium,0.59,"Low attendance, Low LMS activity, High stress",Monitor and provide academic support
2736,4,98,9,4.6,-1.07,9.6,2,Stable,7,3,0.88,6.46,0.36,40.92,Medium,0.34,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2737,4,43,6,1.6,-0.37,6.6,8,Improving,1,3,0.13,3.01,0.065,50.37,Medium,0.54,"Low attendance, Negative sentiment, High stress",Monitor and provide academic support
2738,2,68,3,4.6,-0.18,7.2,1,Stable,8,4,0.24,5.16,0.089,37.05,Low,0.37,Low LMS activity,No immediate action required
2739,6,89,10,4.9,-0.57,6.2,9,Declining,0,3,0.59,5.45,0.268,45.44,Medium,0.52,"Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
2740,3,82,2,1.8,0.04,4.4,1,Declining,0,2,0.93,3.72,0.383,41.15,Medium,0.35,Normal behaviour,Monitor and provide academic support
2741,5,51,2,5.4,0.51,5.1,7,Declining,1,3,0.71,4.31,0.307,43.23,Medium,0.39,Low attendance,Monitor and provide academic support
2742,4,46,5,2.9,-1.63,9.7,3,Declining,2,3,0.27,3.56,0.129,47.82,Medium,0.57,"Low attendance, Negative sentiment",Monitor and provide academic support
2743,2,63,11,4.8,-0.42,7.0,5,Stable,6,4,0.36,4.65,0.191,53.16,Medium,0.51,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2744,1,78,10,1.3,-0.43,5.9,6,Stable,8,0,0.59,4.5,0.33,55.91,Medium,0.59,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2745,4,80,1,2.3,-0.33,7.0,5,Improving,1,3,0.38,4.26,0.135,35.62,Low,0.33,Negative sentiment,No immediate action required
2746,2,87,4,1.4,-0.33,4.6,7,Stable,7,0,0.22,4.89,0.096,43.67,Medium,0.49,"Low LMS activity, Negative sentiment",Monitor and provide academic support
2747,3,94,4,2.3,0.84,7.5,1,Stable,4,0,0.01,4.98,0.002,23.19,Low,0.21,Normal behaviour,No immediate action required
2748,0,51,10,5.6,0.23,4.5,2,Stable,4,4,0.49,3.45,0.282,57.6,Medium,0.66,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2749,1,61,1,3.8,-0.5,9.6,7,Stable,2,0,0.11,3.29,0.049,44.37,Medium,0.39,"Low LMS activity, Negative sentiment",Monitor and provide academic support
2750,5,69,14,1.1,-0.22,7.8,3,Stable,2,3,0.48,4.19,0.223,46.4,Medium,0.53,Frequent assignment delays,Monitor and provide academic support
2751,5,97,7,0.7,-0.08,5.6,2,Declining,1,4,0.37,4.75,0.121,32.64,Low,0.27,Normal behaviour,No immediate action required
2752,6,40,14,2.3,0.34,7.5,3,Declining,2,2,0.94,3.86,0.493,52.48,Medium,0.51,"Low attendance, Frequent assignment delays",Monitor and provide academic support
2753,1,64,10,3.8,0.39,3.8,3,Declining,4,0,0.99,3.78,0.578,58.43,Medium,0.58,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2754,6,56,10,3.3,0.51,7.4,5,Stable,2,2,0.28,4.54,0.11,39.25,Low,0.49,"Low attendance, Frequent assignment delays",No immediate action required
2755,2,98,4,4.5,-0.05,4.8,8,Improving,2,3,0.26,4.84,0.107,41.32,Medium,0.48,"Low LMS activity, High stress",Monitor and provide academic support
2756,6,72,14,5.2,-0.6,5.2,2,Declining,9,3,0.7,6.8,0.327,46.74,Medium,0.38,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
